filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00022.au,0.306450871463,0.11347541213,1156.07049638,1497.66817597,2170.05354465,0.0586134021865,-233.860771898,136.170239112,3.28948974626,48.9311927001,8.699106029,13.954751765,5.35944874602,0.381334015658,-13.4902650246,16.8717685299,5.14525776512,-2.2505777649,3.95919778749,5.32255472734,0.812028401642,-1.10720160023,-4.55655509467,-2.43648980348,3.31691261181,-0.608484894418,blues
blues.00080.au,0.368158237775,0.242433577776,1827.14803571,1898.71712361,3743.61902951,0.0940387359714,-54.7276890293,119.473194923,-34.8455825842,37.528792706,-15.8740421549,22.068439846,-14.6554038882,18.5198486855,-9.62992376638,11.2559998319,-11.7230049404,11.5354622823,-6.4212559467,1.78808722073,-5.87456880592,0.370938726074,-9.06648774724,-2.02123163988,-5.41751970689,0.0242438195926,blues
blues.00016.au,0.30432219616,0.0814614444971,1455.00167228,1825.88541461,3009.85679981,0.0613507250145,-233.763613381,120.673510309,-3.17108484667,39.5409941834,3.85745638463,18.8404291038,-3.69182514197,4.43185386014,-14.9780444221,17.567649955,1.84006631881,2.53732878118,-1.24045472001,8.43924563147,-0.210691658922,-3.90611951948,-4.47878290459,-0.0124367754055,1.29361366837,-2.08479632989,blues
blues.00047.au,0.336454382485,0.112245127559,2013.3824371,2310.30551562,4849.49567576,0.075344971459,-149.951701358,93.6294798173,6.34345438379,71.5119457322,-8.1075140989,36.2072525538,-9.77667448637,17.6398062833,-21.1158004638,-0.137307142555,-22.1992842751,5.43045303545,-7.46227121834,-4.33587737082,-12.4016411446,9.62459961398,-5.01418484371,-3.70414551842,2.34251052184,4.1610772708,blues
blues.00057.au,0.42428363068,0.17592035234,1886.68361928,1913.22462264,3828.10185199,0.0899238704528,-92.7479814393,115.339527208,-35.064271742,57.8615568932,1.84509107484,26.6166114253,-14.5524532926,22.1332546497,-8.20914607744,11.0159509616,-5.64360036305,7.27717391667,-10.2059734025,1.33217532085,-4.10589739561,0.978302498123,-6.55378683718,-0.682512074169,-2.1268264949,-1.51824323492,blues
blues.00006.au,0.29130800186,0.141795814037,1459.07848273,1388.91331165,2795.61642862,0.0730279030815,-190.149469947,130.296951029,-36.3441383109,33.0130503592,11.1069355252,-0.615158306648,-20.8620095366,0.270091123849,-6.48975972949,-5.51709320061,-7.84032799161,-3.12567835168,-6.59311817171,-9.9422676389,-6.53722394684,-10.0647546747,-10.9121712311,-6.97247891491,-3.44903336024,-6.49551060701,blues
blues.00090.au,0.377687767407,0.131890103221,1613.31572523,1972.2022615,3470.40401494,0.0582358534491,-177.490760928,115.346103318,9.96987254293,54.0513286006,7.61693607549,28.3142986494,-9.05833787853,20.0552576324,-15.0450158353,6.22408180481,-5.68981834741,1.38424236117,-5.83723527227,5.01645191711,-0.748612350637,5.0654680446,-5.08487948184,-2.79550001287,2.43552405597,-5.37520921883,blues
blues.00032.au,0.276317163042,0.101233549416,1309.42456401,1882.91936746,2764.09995253,0.0393931858311,-288.801713137,105.899616856,18.7913202982,23.6884904984,5.70511092725,25.5491559281,-13.4672055997,12.4247334555,-11.9438190715,1.57549905811,-15.636262713,-6.665246966,-11.7188004198,-2.95233830309,-7.38049991059,-15.6935893155,-10.9585476702,-10.8773960024,-18.5041876097,-19.1107414952,blues
blues.00063.au,0.330237548259,0.0963262096047,2839.45311933,2444.14401149,5711.25713148,0.15435583156,-129.086268998,72.1038894332,-7.74927528428,49.2519717972,-32.7115067989,21.5977859153,-27.3633192446,14.9918987359,-10.2470721231,12.4247604622,-17.0302187816,7.10639350482,-18.0094847959,2.92271684479,-14.4767941811,4.0547480214,-14.5306052667,7.25335472526,-8.20150523284,-2.00603520702,blues
blues.00072.au,0.306928315052,0.103913925588,2595.5380061,2519.29611859,5660.40743896,0.129245628144,-118.665231251,87.6009601039,6.56341394559,45.0942866055,-38.9034506911,20.8159686865,-26.8529896381,13.7917103429,-17.2341605647,5.10499133806,-15.7054215405,3.97841312285,-27.5423085043,3.05048912254,-15.9469737031,10.8685598579,-12.6469664041,2.8207477958,-13.3370951956,-4.37553899022,blues
blues.00023.au,0.280714294419,0.102001555264,1210.19791701,1497.82280924,2522.10141586,0.0524826758417,-227.264776995,137.762369982,-14.5004591056,63.55687667,5.62669944248,11.9615892013,1.90622112469,-1.88076755562,-7.60911269601,-2.47059472436,-2.8841454754,-9.43281471755,-10.9169145669,3.56943590954,4.13958317385,0.0929464216437,-2.97292788214,-1.37693998592,7.55049868271,-3.03251846165,blues
blues.00081.au,0.380260210341,0.248262286186,2116.94295901,1956.61105622,4196.10796004,0.127272473031,-26.9297846968,107.334007632,-46.8099931393,40.932633809,-21.4637758157,24.8162749458,-18.9455713483,15.2534594619,-15.0501040815,12.2628227627,-15.2340499011,14.3366121678,-13.8217687691,7.56278873403,-6.18137249291,0.330165005781,-6.82957123425,0.965921743684,-7.57082474683,2.91898694285,blues
blues.00017.au,0.302096285415,0.093281544745,1088.69816608,1410.94795441,2134.4120935,0.0483239708301,-245.756428164,140.485927595,-2.76477194362,60.4362073204,18.9379455692,9.83354216625,3.56388869465,0.532686317137,-16.3722395924,6.63007927203,7.26840775094,-4.00889264077,1.60825383042,5.89937851348,-3.0227851643,-4.77299034114,-3.02578680107,-1.99393901904,-0.0554588028108,-3.97534975437,blues
blues.00046.au,0.387851212273,0.102582350373,1912.50688132,2361.47465323,4776.86278163,0.0584259505611,-182.638290838,90.6767974909,14.1190848828,67.5498264124,2.69321381652,38.430528566,-8.41089835505,24.1274462568,-13.7819906712,4.83599628273,-16.682030862,5.81170847578,-5.14953342972,0.192984364667,-14.4807622589,6.86288376995,-4.44236214317,-2.98688887024,-4.81624817623,5.40032481526,blues
blues.00056.au,0.391058604891,0.137728348374,1811.07608358,2052.33256346,3927.80958241,0.0754795133514,-145.434567564,102.829023432,-12.5176770469,56.9934724792,2.27134731439,26.5914016896,-4.27480326525,17.3388093759,-7.98559290446,15.2354268495,-6.93459948715,7.4572179359,-10.4704440404,-2.36048339614,-6.78362349997,2.67113408618,-4.76087937465,-0.949004850706,0.0248320526535,-2.00531462117,blues
blues.00007.au,0.307921016119,0.131785482168,1451.75414666,1577.36991663,2955.34879608,0.0614350026606,-179.395446842,136.459244318,-26.6563589306,39.9880267916,5.28967931894,10.9244269064,-20.5618891094,8.51376427879,-11.3569081976,-3.46907742371,-8.41455436414,-6.95482696842,-3.54453542406,-8.05124219979,-8.95953671573,-8.42433714762,-10.5588849092,-10.7881589536,-4.69374852035,-8.63861335194,blues
blues.00091.au,0.421921879269,0.0994046926498,991.164417492,1396.5236858,1943.12158354,0.0360526920472,-236.360988483,161.697415939,-1.13594400741,27.2711180808,9.59598174546,20.6048850461,0.241901377822,13.7905664669,-0.495927150797,10.1821381279,-4.45285365092,5.50944646337,-3.71332602279,-0.895496419843,-4.90080096423,-2.86682480118,-3.76134171129,-3.34570804592,-2.41034986708,-3.78014472669,blues
blues.00033.au,0.260668742309,0.133164808154,1430.58200347,2075.6023435,3246.73036747,0.0419698898268,-239.010914855,108.669217797,34.14935029,30.2427936104,-0.470996842147,27.2965160146,-21.3890854146,14.1558468518,-24.5056312553,-1.87681955402,-28.0522648186,-11.2582633866,-16.4841010874,-7.63635681488,-12.7962906699,-15.3520311488,-13.7322823984,-7.40016103338,-10.083954357,-13.2851395895,blues
blues.00062.au,0.311780449856,0.106240049005,2279.89545272,2119.72605674,4732.33805087,0.11714895148,-144.967922343,95.7264768917,-21.5986484928,49.6257458783,-29.8847458023,29.3531703238,-18.8444877476,17.877581297,-9.6669000846,5.50587905119,-9.54632663178,6.36517866628,-21.0838788012,2.4527636775,-9.53353924901,-1.42265040833,-9.3278055582,5.13674981334,-8.10321934313,-2.44502698321,blues
blues.00042.au,0.377519084948,0.111001439393,2302.11304725,2367.69587471,5188.55195887,0.0978644875919,-159.544998994,69.7796090314,-4.39641962014,76.853954311,3.92052834344,45.1731777048,-4.86625398336,32.2019763916,-9.7969566185,7.81190493466,-21.8275970476,9.68370985204,-2.58912448917,3.30730593087,-14.9669826533,10.2358099512,-4.0841334971,-5.85018479274,-2.4742342631,6.65041759324,blues
blues.00013.au,0.264615866406,0.113221161067,1324.30435621,1827.73753538,2710.0336128,0.0514173005757,-209.789265827,124.458449222,10.310380385,47.0180056897,6.51023768243,15.405449174,-1.99270961432,6.71740508393,-21.5541930328,10.7217160803,-5.52496533066,-2.20593512827,-3.03819220604,8.64551580749,-0.304229969273,-0.637743824209,-2.93988484447,-1.70592278177,-1.76958958302,-7.76295795936,blues
blues.00027.au,0.288721000861,0.0957681760192,1391.36770956,1494.89243904,2811.10800161,0.072358972886,-228.227984658,130.353548916,-23.2976184064,70.1736618128,1.13706044043,7.60971701227,0.915008380248,1.98931969463,-6.16128954184,-9.39074540204,-2.56614246742,-4.52386109654,-0.266734136933,0.181102490749,-1.51305723472,1.46095044684,-6.97643089799,-8.31899884476,4.24100654841,0.979681894369,blues
blues.00076.au,0.365575302824,0.21907992661,2645.68166104,2426.19851189,5612.5077286,0.136468562548,-52.6930605337,74.4302837637,-18.6924367204,56.3238728018,-3.93968750765,31.9718385682,-16.4596382372,22.4093997864,-12.257828861,27.2167458493,-9.23317815547,7.7924986081,-10.561926251,6.94695633937,-9.12786673511,13.0200907642,-9.85400233467,3.68945951529,-4.94772595381,4.42606577009,blues
blues.00085.au,0.315362932966,0.15021777153,1312.30819943,1673.9156134,2638.117381,0.0594164963477,-180.123596232,131.420258596,0.566188269045,43.1529288305,14.1351864576,25.6285549504,-5.31308014328,12.0402895612,-13.5368407994,-1.09099332818,-7.60567482775,2.71805417776,0.772588519469,1.99758843382,-6.09385814222,3.48404194993,-8.34147909393,3.20464825579,-0.926943583597,-2.2436863255,blues
blues.00095.au,0.369972514219,0.187148332596,1388.39474863,1772.85438046,2754.52501043,0.0571474246565,-130.553972254,139.977099264,-1.26914606297,39.3236537686,-6.35180568587,19.7690892106,-11.2130415309,27.246106942,-16.5326655951,7.03140285389,-1.19716137712,1.61175753031,-6.62830654315,4.95224032065,-1.63332606237,0.956659145892,-4.84075729582,-5.96695516857,-2.78218692131,-6.49400117334,blues
blues.00066.au,0.374709719536,0.110496260226,2340.43287338,2256.53811517,4972.50326529,0.121775151775,-116.517401858,97.4302790805,-13.8801907892,48.9667590116,-22.5822435202,27.7539692985,-20.2286495338,18.6307704285,-14.642884005,8.47310038157,-16.6446549949,10.9981903225,-13.8618007783,9.73536742174,-5.08948800451,2.63463793,-9.88381629269,6.15905883488,-7.68260791892,-4.85247881686,blues
blues.00037.au,0.248627402223,0.0691451281309,1188.1683366,1682.86015044,2339.63585254,0.0481603285846,-328.67379277,102.696873458,19.8760636414,26.73125702,7.15825771439,22.7166430053,-6.95679650907,12.804352091,-10.7087484409,-0.419348899748,-12.3639756349,-8.89717747724,-9.23851926237,-9.1093262108,-9.00383577712,-7.64076661515,-7.19091571606,-9.36847657111,-4.47006025643,-3.68880021091,blues
blues.00003.au,0.404779002059,0.141191184521,1070.11995332,1596.33394776,2185.0284541,0.0333089444659,-199.431144362,150.099217793,5.64759431599,26.8719274532,1.75446257351,14.2383442311,-4.83088217332,9.29796526125,-0.757741165757,8.14901219073,-3.1963135372,6.08767594251,-2.47642048865,-1.07389039515,-2.87477740912,0.780976292587,-3.31693219087,0.637980873356,-0.619689823478,-3.40823324547,blues
blues.00052.au,0.339075484181,0.098909534514,1443.26528532,1670.36991855,3069.35644002,0.067193849168,-225.269735393,117.645891485,-14.5437567611,64.804359192,12.9274673199,19.0299639049,10.6845479733,9.88466135048,-2.38568791653,11.6883616488,1.54295886907,3.05015500243,-7.63015570405,-8.95781351492,-4.3525940303,-0.0620788381569,-2.5542190495,-3.43757935454,-3.86657503121,1.31651503654,blues
blues.00049.au,0.277483502073,0.0886069238186,1318.65682168,1904.76117718,3046.68157713,0.0399729253338,-255.965773978,110.823046433,21.5052151105,67.5712326079,4.29980369073,43.1054561632,-4.50772473776,10.4235327804,-8.69432711966,1.65814933298,-20.5931548343,-2.44292891385,-7.13086467919,-11.1639167748,-12.6094078322,2.74200942626,-8.9488493788,-7.94072806548,-2.34415662046,-0.705606233534,blues
blues.00018.au,0.269929297076,0.079672716558,1537.65718255,2054.77911311,3495.65386226,0.0561319357101,-252.533985594,104.927485057,15.353577984,42.6566378853,6.77839870847,21.6188940182,-1.29968337606,5.68436870883,-16.6146572101,12.1660936222,-1.95330790548,1.96055710067,-0.881434761911,7.77860416137,2.39025453494,1.77414012686,1.33931717873,3.63069875578,4.91086014466,-2.65194426746,blues
blues.00008.au,0.409037127505,0.142438098788,1719.21316266,2031.64388358,3781.31880155,0.0640275795762,-121.36102355,122.513115844,-14.742129686,46.1434443537,-8.16533368487,20.1765262288,-19.1724784245,23.0556167425,-11.8305025246,21.1770088253,-6.72119045546,7.01094493017,-12.7418330153,5.0660048682,-5.17547793302,-1.44402459648,-7.03707015903,2.69745118426,3.40980857874,-2.69835283318,blues
blues.00059.au,0.405961416213,0.169987469912,2235.90695144,2100.00433481,4390.03178741,0.142288255249,-86.2253084313,91.9484456244,-23.4086599708,68.2532939286,-3.89587363057,22.7452639376,-9.89961471669,16.8959789599,-11.3975303232,18.4316771168,-7.01526349234,10.7710547476,-11.9386855739,1.00581513809,-5.92349615614,5.3181655381,-6.14052629528,1.94899095815,-5.10275510459,-0.666248019172,blues
blues.00079.au,0.421494537853,0.27087032795,2443.29820767,2358.44329255,5267.60148087,0.124735451335,-3.52804331861,92.9143175278,-25.1104005525,45.1776995734,-10.8618592161,31.8543619154,-18.0493321323,28.6195103679,-10.2240332579,14.6669306628,-14.8997136445,14.7429950114,-15.6006661955,9.54817171147,-14.7887351926,2.06785562235,-13.8211327048,3.5636161471,-5.9659948389,-1.64999790305,blues
blues.00028.au,0.27597429283,0.0996955409646,1115.72911599,1398.95470366,2290.44448333,0.0480284321788,-248.967653471,139.038458621,-16.2492378413,57.0981170662,20.1963586744,10.1605638843,4.5801771903,0.339814460593,-7.86788153254,-3.46630649658,-2.64062868153,-2.84409444471,-0.893325340789,-2.40165105863,2.57272092049,-5.87396226919,-12.408274572,-7.30189178535,-0.9324049192,-2.69927272204,blues
blues.00038.au,0.265883176988,0.168144986033,1513.42210699,2140.6067789,3449.67914026,0.0443780385304,-192.667186912,111.190774456,21.372723137,26.3983410148,-0.646121834672,23.4867362648,-25.4645511593,16.9377314508,-16.9770547568,5.78863560222,-25.7302061742,-5.04472669015,-17.6318197805,-7.92168707224,-15.1524040278,-12.3425456212,-17.2277651518,-7.77172777022,-13.0339606202,-17.9457499972,blues
blues.00069.au,0.291884390447,0.116569928825,2371.09927779,2209.69934577,5004.11140749,0.125140966646,-121.408844565,96.10607986,-19.6132549161,48.0116538486,-38.7987001889,24.7467503237,-32.9335879068,8.09936239376,-17.7981668666,6.109449206,-19.9865430287,6.79361595945,-19.3338820736,-0.114446632863,-12.2504331155,-4.92743814867,-10.4095805353,-2.04956585531,-1.76821077142,-3.96215861452,blues
blues.00078.au,0.414188465409,0.258052378893,2333.6851078,2227.42560883,4942.81177816,0.123863196594,-2.52433853194,101.252715042,-33.9243850064,41.516890813,-13.8049964333,31.9198719025,-21.8648212577,24.4584411122,-15.8809797131,15.7893542946,-14.3666563204,12.506608235,-13.3688229906,6.11281731001,-9.06589066988,5.03377322756,-11.3302775907,3.16653370257,-4.56759146985,-4.03362276273,blues
blues.00029.au,0.280456455045,0.124715231359,1649.29377146,2190.24830576,3761.42725516,0.0529263617454,-233.724590528,101.183595073,17.65027183,23.7343550682,2.07937216195,25.9402926315,-16.9677095016,15.0941730826,-22.2787878079,4.40050733176,-23.2016367172,-6.04612706332,-5.06535116616,1.07317268926,-5.78049166289,-8.30559550399,-11.3863460861,-6.72531589951,-10.027706723,-14.0352691174,blues
blues.00039.au,0.255320770978,0.0858679264784,1151.34044095,1709.19393755,2312.57768283,0.0353387885788,-301.686274448,111.539209275,21.8956568128,16.1455904876,8.19159022626,22.085966002,-8.61363877477,1.49192358509,-17.0745195868,-8.33753312791,-17.0112873424,-10.5728815656,-15.6870184084,-12.5987728203,-12.2456605642,-14.5430654112,-10.0923003236,-5.78028628638,-7.77604869037,-7.18664252659,blues
blues.00068.au,0.289932320005,0.103115268052,2513.71681733,2345.23061419,5247.44326943,0.135146197151,-113.167773341,88.7093341605,-8.92534299701,49.4874950859,-34.5800074804,15.8650905357,-17.7443760431,14.7140989255,-11.207615837,15.3665640822,-15.0817299641,8.74878816971,-18.6308989609,5.47421805263,-9.26742964604,8.01796421615,-9.55207436972,5.87359384556,-4.40283506587,3.61534858064,blues
blues.00048.au,0.379427677065,0.123986072838,2148.78619909,2204.57406446,4673.66340566,0.0988123276654,-106.311032229,102.630953289,-20.1551248637,59.3603738631,-9.95454423501,33.6891825965,-14.1703998071,23.5100005964,-13.3140682501,16.0142854986,-18.9169810714,7.82136297231,-7.78812190263,4.04783605683,-11.3409393897,2.06021822803,-5.73942585082,0.464256723014,-1.90908890206,-3.12830776469,blues
blues.00019.au,0.257259334523,0.097672469914,1195.41163968,1481.28425884,2234.87815266,0.0588711481714,-236.665340231,138.409057098,-4.90346152943,47.6245824552,5.17925578117,8.87948924636,0.507105477866,-3.81827353949,-14.9775202883,10.42042597,-0.351181644314,0.777829370353,1.77730614978,4.23542261305,-0.46335071497,-6.10569345004,-5.38238196141,-1.33758624755,-3.71971744983,-4.35315415746,blues
blues.00009.au,0.27400923057,0.0813520178199,1817.51638624,1973.73907014,3944.45114844,0.0792153184259,-213.180803096,115.152793748,-11.7162644089,39.0294702203,-20.3527553766,13.0824038205,-9.17348096543,9.01614794956,-14.0979135198,4.27817713881,-6.03959354413,3.78477021052,0.225668547415,-5.11363841011,-0.413063346927,-1.184538344,-1.92071430793,-2.29372846885,2.89126639277,-4.2332043242,blues
blues.00058.au,0.356588175741,0.16202762723,2068.37112468,2033.93004696,4231.4994127,0.104371628894,-95.4360266748,105.216699937,-26.9530121372,60.8308729639,-4.82822403833,21.5384709116,-13.5147782379,12.1221069528,-20.2336344302,12.1386576034,-5.22701843285,10.2625751948,-9.43818717344,3.86753465512,-10.1874528373,3.58809274418,-3.10075264509,0.194596848829,0.842871832057,-3.41657642135,blues
blues.00088.au,0.377977326799,0.142048701644,1006.7589622,1530.43706148,2074.67912137,0.0320655657411,-194.254540494,151.857147048,-1.1972699368,39.1980645971,16.5816113956,18.2575771641,-1.3966682444,14.8836645372,-11.6176135176,2.45170971195,-5.08009975232,3.9460185685,-0.900450078566,0.638456266677,-8.35474380725,-7.51580497416,-8.04932896274,-5.41095737625,-2.53568807485,0.128512243996,blues
blues.00098.au,0.442972306279,0.125422433019,2310.28060403,2206.7109355,4829.32079776,0.12842590521,-90.6774853311,100.093132509,-23.9162668734,52.5811245107,-20.9163917594,31.4941546735,-11.2033291829,20.0853822349,-10.9092200692,17.556229183,-14.0925253363,12.9880667923,-11.4153916372,2.90606882814,-12.0129141447,4.82258465122,-11.1566735383,1.15921044,-3.91395586602,3.25042684091,blues
blues.00089.au,0.348553475883,0.0528624914587,798.266185562,1285.20124039,1453.88287524,0.0256396786716,-347.016940996,139.270482266,24.1744187486,22.1938234157,18.6957120685,11.665296996,9.03606911624,6.95159255549,-2.01519886305,5.42616914539,1.67591347571,-2.34958311197,3.1972951254,0.688728392466,-3.09158831306,-2.10717868378,-2.21331846178,-4.57796304666,-4.72682290606,0.0660030514151,blues
blues.00099.au,0.37027865139,0.105060823262,1538.8173375,1703.50738229,3175.27246623,0.074799245356,-177.165864002,136.221594055,-26.9151813913,36.3762898684,-18.7608283922,20.909632604,-1.77809208749,3.01301179979,-5.60087348115,5.63846786956,-8.11709085351,5.64252776279,-10.7902275163,-2.41626407422,-6.94361050914,-2.50723848695,-5.20364244894,-3.40766122023,-3.24650217546,-2.6818205042,blues
blues.00082.au,0.338896085805,0.251350194216,2141.46165564,2168.01556004,4627.99701514,0.105151291602,-29.3620928605,108.667950119,-25.5731648539,38.4294698904,-18.3250908369,21.7810956766,-25.16165743,22.3870483919,-17.6041266649,14.6601192307,-12.0785060384,5.45650398663,-7.68771260589,7.41059966429,-11.3191769137,7.22928838229,-9.46655212314,1.93005884755,-6.32847555423,-1.30481237302,blues
blues.00020.au,0.302732316249,0.0753868669271,1389.95551041,1911.48515169,3005.77349117,0.0525601508079,-230.413017929,127.094185765,7.15110010303,39.782090073,1.95113220244,17.4116887152,-5.62557637122,8.25252118581,-18.1053532255,13.8393429468,-3.76358507015,2.56124320867,-4.32945241424,6.81776047171,-6.1576593911,-6.21475836312,-4.51543380065,-1.85059972134,-0.539056139063,1.50802638095,blues
blues.00071.au,0.305262178008,0.120541788638,2429.26093416,2286.6252811,5065.0277058,0.134686638327,-89.3579063688,93.7860552432,-14.5745376944,54.3916539173,-33.5083796371,19.4209937856,-19.7616005471,13.0263201932,-13.8659571991,14.6077658994,-14.9695259871,10.5855706634,-18.0269344567,6.65424686775,-10.2047470052,6.52764225902,-10.8467452954,3.31942339502,-6.18902438377,2.99484059363,blues
blues.00045.au,0.429510879674,0.148365646601,1739.01962095,2290.40173892,4551.15581312,0.048051863632,-163.211141089,89.7910408499,12.9792564812,80.69127283,3.66078658866,39.7419761845,-5.40382984381,26.5004957569,-13.1607389489,2.7102114188,-20.5523542889,6.00863871539,-2.91005939148,-0.434612870821,-17.5454736865,4.15453309646,-5.99022637795,-7.86042297817,-8.56509595762,1.85771081222,blues
blues.00014.au,0.329162734681,0.0669805333018,1172.06569525,1705.81750152,2344.95248706,0.0450458349458,-305.705187205,113.06091138,12.1187226137,45.0300032439,17.7697593733,14.5799167517,4.16673360194,0.225273154753,-7.02174677623,13.6442715398,8.93452898506,1.29847806325,5.95447776435,8.5438669058,1.11766374581,0.591558671656,0.0574739113668,-3.71234158279,-1.00444806231,-1.80243385115,blues
blues.00004.au,0.308590127817,0.0915632173419,1835.4946028,1748.3624481,3580.94501318,0.1015001421,-160.266031248,126.198800358,-35.6054484476,22.153301101,-32.4892697325,10.8645121273,-23.3579285697,0.503116736415,-11.8058311551,1.20680410596,-13.0838203421,-2.80638464857,-6.93412221422,-7.55861851879,-9.17355225117,-4.51216586048,-5.45353824408,-0.924161636494,-4.40933252849,-11.703781256,blues
blues.00055.au,0.432836126575,0.157825678587,2032.09498692,1976.2980139,4023.52567029,0.113166738221,-98.6747528756,104.795412836,-35.1095646994,60.7016275436,-2.83140420492,22.2367938872,-7.8365206249,19.0300445991,-11.5813657214,17.0209498631,-5.3860737995,12.2020549295,-9.96146677721,0.357867747702,-4.26525348444,6.13488686236,-4.83001648362,1.50369239861,-1.49125386667,3.50977717528,blues
